left_x,left_y,right_x,right_y,u,v,exx,eyy,exy,zncc
194.000000,20.000000,195.156982,18.818882,1.156982,-1.181118,0.001790,0.001534,0.045262,0.007382
197.000000,20.000000,198.163208,18.925175,1.163202,-1.074825,0.001233,0.001702,0.046102,0.007461
200.000000,20.000000,201.155655,19.037579,1.155648,-0.962421,0.001259,0.001462,0.047371,0.007723
203.000000,20.000000,204.162491,19.156147,1.162491,-0.843852,0.002078,0.001577,0.047938,0.007380
206.000000,20.000000,207.177307,19.275467,1.177304,-0.724534,0.002673,0.001608,0.047948,0.007244
209.000000,20.000000,210.173889,19.376993,1.173884,-0.623006,0.003391,0.001638,0.048100,0.007543
212.000000,20.000000,213.191666,19.506762,1.191671,-0.493239,0.002811,0.001422,0.048157,0.007467
215.000000,20.000000,216.194336,19.629910,1.194341,-0.370091,0.001822,0.001506,0.048221,0.007296
218.000000,20.000000,219.207977,19.741032,1.207978,-0.258968,0.001733,0.002278,0.048731,0.007724
221.000000,20.000000,222.210480,19.890087,1.210486,-0.109913,0.001899,0.002752,0.048817,0.007934
224.000000,20.000000,225.218002,19.995214,1.217997,-0.004786,0.001990,0.003261,0.048581,0.008528
227.000000,20.000000,228.214417,20.131208,1.214411,0.131208,0.001734,0.003346,0.048916,0.008754
230.000000,20.000000,231.231964,20.266603,1.231967,0.266604,0.001899,0.003416,0.048770,0.008207
233.000000,20.000000,234.228882,20.386869,1.228883,0.386869,0.002745,0.003465,0.048765,0.008720
236.000000,20.000000,237.234924,20.508022,1.234929,0.508022,0.003882,0.003102,0.048491,0.008953
239.000000,20.000000,240.272293,20.636032,1.272289,0.636032,0.003663,0.002607,0.047917,0.009634
242.000000,20.000000,243.261520,20.758528,1.261520,0.758528,0.002450,0.002171,0.047065,0.009925
245.000000,20.000000,246.274475,20.868141,1.274468,0.868141,0.002128,0.001970,0.045890,0.009886
248.000000,20.000000,249.292221,20.980412,1.292215,0.980412,0.002017,0.001712,0.044824,0.009269
251.000000,20.000000,252.287064,21.071295,1.287071,1.071294,0.001510,0.001699,0.044196,0.009134
254.000000,20.000000,255.296539,21.177607,1.296544,1.177606,0.000868,0.001259,0.044112,0.009148
257.000000,20.000000,258.294617,21.294140,1.294605,1.294139,0.000494,0.000674,0.043160,0.009479
260.000000,20.000000,261.285095,21.370708,1.285083,1.370708,0.001426,0.000468,0.042413,0.009277
263.000000,20.000000,264.296234,21.485516,1.296249,1.485516,0.002230,-0.000052,0.041796,0.009021
